item_id,order_id,product_id,quantity,unit_price,discount_percent
I000634,O00254,P0111,4,99.39,11.36
I000635,O00255,P0482,2,37.74,0.78
I000636,O00255,P0150,5,300.41,1.56
I000637,O00256,P0441,1,319.28,0.57
I000638,O00256,P0485,4,94.0,15.89
I000639,O00256,P0219,1,254.23,6.85
I000640,O00257,P0306,4,125.94,13.12
I000641,O00258,P0189,4,13.3,18.83
I000642,O00258,P0056,2,232.16,23.55
I000643,O00258,P0095,-2,373.52,19.6
I000644,O00259,P0364,1,47.8,14.46
I000645,O00259,P0399,2,179.0,24.66
I000646,O00259,P0011,3,44.77,22.41
I000647,O00259,P0204,2,358.94,7.91
I000648,O00260,P0270,2,229.27,15.97
I000649,O00260,P0534,5,180.54,5.47
I000650,O00260,P0004,-2,73.98,19.36
I000651,O00260,P0462,5,340.52,8.7
I000652,O00261,P0015,3,103.62,22.42
I000653,O00261,P0380,5,376.9,3.12
I000654,O00262,P0467,3,152.42,10.65
I000655,O00262,P0424,3,185.94,4.4
I000656,O00262,P0421,4,44.0,13.82
I000657,O00262,P0361,2,254.81,9.54
I000658,O00263,P0291,1,86.44,15.41
I000659,O00263,P0102,4,232.28,18.75
I000660,O00263,P0090,5,352.49,2.49
I000661,O00263,P0107,4,231.14,20.15
I000662,O00264,P0431,4,137.1,2.86
I000663,O00264,P0217,4,151.19,8.77
I000664,O00264,P0229,4,46.34,20.51
I000665,O00265,P0008,3,205.82,16.47
I000666,O00265,P0384,3,173.25,19.88
I000667,O00265,P0230,4,32.58,0.1
I000668,O00265,P0520,4,165.84,0.66
I000669,O00266,P0532,2,271.91,24.82
I000670,O00266,P0326,-3,28.06,4.82
I000671,O00266,P0344,4,44.22,20.03
I000672,O00267,P0132,3,243.16,10.94
I000673,O00267,P0400,1,211.93,3.16
I000674,O00267,P0178,1,9.58,19.61
I000675,O00267,P0413,3,273.15,3.98
I000676,O00268,P0209,4,275.03,19.25
I000677,O00268,P0096,2,79.64,17.69
I000678,O00268,P0027,1,269.87,0.63
I000679,O00269,P0465,2,242.29,22.45
I000680,O00269,P0367,3,183.18,21.01
I000681,O00270,P0267,2,288.78,15.96
I000682,O00270,P0053,-1,206.73,23.18
I000683,O00270,P0282,1,156.66,7.06
I000684,O00270,P0085,2,170.21,12.36
I000685,O00271,P0213,4,356.41,10.34
I000686,O00271,P0401,4,220.41,1.91
I000687,O00271,P0104,4,303.22,7.84
I000688,O00272,P0165,2,233.63,15.78
I000689,O00272,P0185,1,162.43,8.57
I000690,O00272,P0306,3,107.47,15.35
I000691,O00272,P0011,5,44.54,13.04
I000692,O00273,P0125,5,119.12,12.79
I000693,O00273,P0198,2,205.76,9.12
I000694,O00273,P0031,2,31.7,3.46
I000695,O00274,P0130,3,36.05,4.98
I000696,O00275,P0357,5,92.99,11.68
I000697,O00276,P0447,3,77.37,17.18
I000698,O00276,P0525,3,345.83,2.57
I000699,O00276,P0410,5,51.41,19.85
I000700,O00276,P0198,4,228.26,11.15
I000701,O00277,P0327,4,106.84,8.82
I000702,O00277,P0111,1,117.07,22.24
I000703,O00277,P0393,5,131.55,10.25
I000704,O00278,P0408,2,250.95,10.73
I000705,O00278,P0031,2,37.48,1.82
I000706,O00278,P0118,3,286.91,19.49
I000707,O00279,P0010,3,195.46,17.92
I000708,O00280,P0477,2,186.47,9.64
I000709,O00280,P0330,5,217.95,5.44
I000710,O00281,P0077,3,202.08,4.95
I000711,O00281,P0432,1,244.33,12.47
I000712,O00281,P0446,3,305.36,3.1
I000713,O00282,P0335,2,275.4,7.13
I000714,O00282,P0393,5,179.36,22.79
I000715,O00283,P0135,5,82.85,0.98
I000716,O00283,P0413,1,192.68,2.38
I000717,O00283,P0038,4,287.75,6.87
I000718,O00284,P0410,4,58.84,9.83
I000719,O00284,P0082,4,29.56,16.03
I000720,O00284,P0321,1,109.93,23.44
I000721,O00285,P0030,-1,232.44,3.47
I000722,O00286,P0447,1,78.1,22.56
I000723,O00286,P0232,3,245.82,13.44
I000724,O00286,P0175,1,256.88,21.7
I000725,O00287,P0045,3,117.12,8.23
I000726,O00287,P0114,5,323.99,9.49
I000727,O00287,P0050,2,69.1,14.59
I000728,O00288,P0130,3,46.43,18.83
I000729,O00289,P0458,2,325.55,16.53
I000730,O00289,P0126,3,16.98,18.27
I000731,O00289,P0535,2,55.63,19.16
I000732,O00289,P0541,1,228.2,20.89
I000733,O00290,P0211,1,290.16,1.51
I000734,O00290,P0080,1,181.12,11.7
I000735,O00291,P0193,2,264.74,19.04
I000736,O00291,P0500,5,201.07,19.01
I000737,O00291,P0108,3,23.35,16.38
I000738,O00291,P0349,5,208.32,3.25
I000739,O00292,P0395,2,293.99,4.7
I000740,O00292,P0464,3,148.69,17.16
I000741,O00292,P0526,5,154.57,3.68
I000742,O00293,P0113,2,44.02,11.52
I000743,O00294,P0030,4,190.02,2.96
I000744,O00294,P0488,5,67.05,10.79
I000745,O00294,P0544,2,16.9,10.77
I000746,O00295,P0055,3,212.17,16.22
I000747,O00295,P0452,4,153.84,4.74
I000748,O00295,P0280,2,276.53,13.24
I000749,O00296,P0532,2,271.89,5.49
I000750,O00296,P0444,1,116.34,14.38
I000751,O00296,P0112,2,206.1,2.53
I000752,O00296,P0052,2,382.49,17.49
I000753,O00297,P0402,3,9.74,4.28
I000754,O00297,P0403,2,62.7,7.2
I000755,O00297,P0104,5,290.88,0.08
I000756,O00297,P0226,2,228.61,17.51
I000757,O00298,P0313,1,168.26,8.3
I000758,O00298,P0245,4,42.33,0.32
I000759,O00298,P0175,4,208.78,0.52
I000760,O00298,P0323,3,116.91,4.27
I000761,O00299,P0361,4,259.27,12.21
I000762,O00300,P0484,1,137.78,14.18
I000763,O00300,P0113,3,64.2,13.13
I000764,O00301,P0151,1,92.42,18.4
I000765,O00301,P0097,4,38.66,8.77
I000766,O00302,P0499,4,135.59,8.82
I000767,O00302,P0260,3,91.66,19.36
I000768,O00302,P0374,5,225.03,6.75
I000769,O00303,P0152,4,316.57,16.48
I000770,O00304,P0366,1,218.0,18.53
I000771,O00304,P0510,4,153.43,18.61
I000772,O00305,P0387,3,196.65,16.97
I000773,O00305,P0111,4,145.46,21.9
I000774,O00306,P0272,3,310.69,10.43
I000775,O00306,P0358,3,44.69,1.03
I000776,O00307,P0126,5,22.22,19.81
I000777,O00307,P0444,3,82.07,0.21
I000778,O00307,P0466,2,265.77,3.76
I000779,O00308,P0167,3,259.31,7.37
I000780,O00308,P0311,4,92.69,7.08
I000781,O00308,P0499,5,143.95,12.21
I000782,O00309,P0441,3,391.62,0.02
I000783,O00310,P0142,5,225.6,19.22
I000784,O00310,P0359,2,378.4,17.83
I000785,O00310,P0291,2,98.82,4.92
I000786,O00311,P0298,2,282.92,23.32
I000787,O00312,P0396,4,372.66,2.45
I000788,O00312,P0433,3,213.1,14.93
I000789,O00313,P0447,5,76.03,19.19
I000790,O00313,P0331,3,134.88,13.86
I000791,O00314,P0313,5,234.36,11.53
I000792,O00314,P0088,2,33.94,21.9
I000793,O00314,P0305,4,158.69,13.16
I000794,O00315,P0516,3,23.83,10.51
I000795,O00315,P0367,4,208.14,22.81
I000796,O00315,P0480,1,423.74,10.52
I000797,O00316,P0310,5,288.5,3.18
I000798,O00316,P0249,5,247.7,21.95
I000799,O00317,P0403,2,64.34,0.15
I000800,O00318,P0056,1,248.07,2.43
I000801,O00318,P0087,3,220.53,17.26
I000802,O00318,P0057,1,297.93,14.62
I000803,O00318,P0277,5,212.81,1.33
I000804,O00319,P0529,5,252.88,12.38
I000805,O00319,P0148,2,350.39,15.99
I000806,O00320,P0309,1,71.4,15.59
I000807,O00320,P0319,2,8.77,0.0
I000808,O00321,P0533,1,257.34,2.59
I000809,O00322,P0518,4,295.6,23.15
I000810,O00323,P0415,2,98.55,13.67
I000811,O00323,P0496,5,58.01,21.48
I000812,O00323,P0189,5,11.92,3.66
I000813,O00324,P0190,2,95.44,16.44
I000814,O00325,P0524,4,134.53,7.24
I000815,O00325,P0206,1,307.88,12.32
I000816,O00326,P0401,4,176.6,10.62
I000817,O00326,P0396,1,279.57,3.0
I000818,O00326,P0110,4,260.1,7.57
I000819,O00327,P0044,4,79.39,24.54
I000820,O00327,P0364,3,43.54,21.53
I000821,O00327,P0143,-2,135.69,13.13
I000822,O00327,P0480,5,284.7,16.4
I000823,O00328,P0348,3,128.29,16.46
I000824,O00328,P0471,4,27.15,20.98
I000825,O00328,P0144,4,121.89,11.79
I000826,O00329,P0520,3,174.74,8.1
I000827,O00329,P0539,5,191.81,15.44
I000828,O00330,P0070,2,166.55,2.66
I000829,O00330,P0047,4,322.99,5.79
I000830,O00330,P0031,2,33.03,22.02
I000831,O00330,P0163,4,157.66,10.5
I000832,O00331,P0064,5,58.32,0.94
I000833,O00332,P0453,-3,32.3,0.74
I000834,O00333,P0329,4,189.28,24.72
I000835,O00333,P0111,5,122.72,4.89
I000836,O00334,P0449,2,288.16,13.21
I000837,O00334,P0293,2,224.52,0.61
I000838,O00334,P0231,1,227.76,20.25
I000839,O00334,P0207,1,7.85,10.2
I000840,O00335,P0349,2,272.4,23.94
I000841,O00336,P0195,3,23.24,22.49
I000842,O00336,P0213,2,357.27,10.97
I000843,O00336,P0486,4,400.16,14.23
I000844,O00336,P0513,2,62.94,7.46
I000845,O00337,P0511,2,237.89,13.51
I000846,O00338,P0230,-2,28.81,8.95
I000847,O00339,P0295,5,300.47,21.33
I000848,O00339,P0077,5,177.56,9.98
I000849,O00340,P0114,5,283.42,22.93
I000850,O00341,P0031,4,35.77,8.36
I000851,O00341,P0034,1,109.78,13.68
I000852,O00341,P0347,3,329.05,16.58
I000853,O00342,P0242,4,117.07,23.7
I000854,O00343,P0355,1,157.73,14.95
I000855,O00344,P0491,2,206.02,1.04
I000856,O00345,P0509,5,235.43,8.76
I000857,O00346,P0311,1,130.21,20.28
I000858,O00346,P0234,5,272.96,9.48
I000859,O00346,P0022,1,28.22,1.3
I000860,O00346,P0057,4,388.38,10.74
I000861,O00347,P0142,5,254.99,9.19
I000862,O00347,P0119,-2,30.22,1.45
I000863,O00347,P0449,2,243.42,0.25
I000864,O00347,P0121,4,19.78,22.21
I000865,O00348,P0016,2,168.07,1.92
I000866,O00349,P0450,-1,241.26,15.06
I000867,O00349,P0185,2,238.28,3.24
I000868,O00350,P0491,5,199.49,17.63
I000869,O00350,P0126,3,21.65,21.47
I000870,O00350,P0079,4,154.74,23.54
I000871,O00350,P0257,5,129.47,16.34
I000872,O00351,P0327,1,114.81,10.27
I000873,O00351,P0516,5,24.47,1.96
I000874,O00351,P0107,2,265.52,13.02
I000875,O00352,P0216,2,250.78,5.88
I000876,O00352,P0126,4,19.64,11.34
I000877,O00352,P0382,1,260.0,20.91
I000878,O00353,P0285,1,212.77,21.36
I000879,O00353,P0394,4,21.76,21.57
I000880,O00353,P0308,4,171.55,5.61
I000881,O00354,P0189,1,14.55,8.7
I000882,O00354,P0442,1,185.02,18.86
I000883,O00354,P0054,3,200.21,22.69
I000884,O00354,P0313,5,172.6,0.68
I000885,O00355,P0438,3,179.63,23.45
I000886,O00355,P0059,4,42.55,17.98
I000887,O00355,P0112,5,227.92,24.01
I000888,O00355,P0398,4,154.48,23.12
I000889,O00356,P0016,3,120.74,6.25
I000890,O00356,P0288,5,25.33,14.28
I000891,O00357,P0281,3,49.68,6.26
I000892,O00358,P0128,3,226.08,8.02
I000893,O00359,P0184,1,112.09,11.66
I000894,O00359,P0455,3,227.25,21.11
I000895,O00359,P0474,2,160.64,14.49
I000896,O00360,P0284,5,185.07,23.83
I000897,O00361,P0185,4,163.3,15.76
I000898,O00361,P0265,2,200.91,16.4
I000899,O00361,P0283,-1,282.08,4.61
I000900,O00361,P0266,5,64.94,14.5
I000901,O00362,P0234,1,312.41,24.8
I000902,O00363,P0017,5,197.06,2.73
I000903,O00363,P0362,5,262.91,12.78
I000904,O00363,P0046,2,46.43,14.26
I000905,O00364,P0074,1,207.13,19.7
I000906,O00364,P0437,3,172.82,22.43
I000907,O00364,P0290,3,306.69,24.34
I000908,O00364,P0147,5,48.83,9.21
I000909,O00365,P0154,-1,99.64,12.77
I000910,O00365,P0027,5,294.27,17.82
I000911,O00365,P0109,2,243.2,14.57
I000912,O00366,P0391,1,123.71,24.81
I000913,O00366,P0081,5,102.71,14.36
I000914,O00367,P0125,5,152.17,7.92
I000915,O00367,P0541,2,280.14,7.33
I000916,O00367,P0053,2,230.67,19.98
I000917,O00367,P0484,3,106.48,7.87
I000918,O00368,P0247,4,230.12,22.01
I000919,O00369,P0082,1,35.06,16.33
I000920,O00369,P0361,5,220.38,19.66
I000921,O00369,P0518,2,320.05,20.67
I000922,O00370,P0251,5,324.58,15.14
I000923,O00370,P0418,3,216.35,2.95
I000924,O00371,P0432,2,253.56,21.91
I000925,O00371,P0518,1,264.96,10.47
I000926,O00371,P0152,5,299.1,11.75
I000927,O00371,P0507,1,90.58,0.85
I000928,O00372,P0025,5,82.49,22.97
I000929,O00372,P0171,-2,49.42,17.42
I000930,O00372,P0075,2,89.83,2.98
I000931,O00372,P0136,3,102.56,15.42
I000932,O00373,P0076,3,213.9,22.77
I000933,O00374,P0447,2,99.31,14.74
I000934,O00374,P0297,5,288.34,22.39
I000935,O00374,P0489,5,322.3,16.85
I000936,O00374,P0138,4,151.99,10.96
I000937,O00375,P0100,4,182.48,14.1
I000938,O00375,P0238,5,248.32,21.1
I000939,O00375,P0305,4,174.79,9.6
I000940,O00376,P0147,2,59.67,6.96
I000941,O00376,P0043,5,236.9,8.68
I000942,O00377,P0122,3,308.01,5.59
I000943,O00377,P0295,2,263.7,22.94
I000944,O00378,P0238,3,201.93,5.17
I000945,O00379,P0029,5,314.91,4.88
I000946,O00379,P0041,4,336.53,0.64
I000947,O00380,P0289,4,366.15,20.78
I000948,O00380,P0437,3,169.22,17.91
I000949,O00381,P0456,4,354.51,2.17
I000950,O00382,P0286,3,125.51,18.61
I000951,O00382,P0120,2,62.04,8.18
I000952,O00383,P0283,1,288.15,7.87
I000953,O00383,P0465,1,265.65,23.31
I000954,O00383,P0526,5,133.41,21.04
I000955,O00384,P0009,2,95.77,9.41
I000956,O00385,P0201,4,162.72,20.35
I000957,O00385,P0272,4,295.09,4.96
I000958,O00386,P0529,2,178.6,1.68
I000959,O00387,P0183,4,238.33,15.33
I000960,O00387,P0040,5,317.94,8.72
I000961,O00388,P0308,3,188.91,12.26
I000962,O00388,P0238,4,250.22,13.59
I000963,O00389,P0099,3,326.8,11.18
I000964,O00389,P0225,2,318.56,2.9
I000965,O00389,P0116,-2,178.82,8.69
I000966,O00390,P0132,2,191.23,6.7
I000967,O00390,P0496,2,62.95,19.57
I000968,O00390,P0501,1,257.87,8.08
I000969,O00390,P0422,3,244.73,20.23
I000970,O00391,P0409,4,17.04,8.5
I000971,O00391,P0267,1,250.35,10.25
I000972,O00391,P0056,5,312.03,13.4
I000973,O00391,P0275,1,428.76,15.33
I000974,O00392,P0133,4,198.99,17.62
I000975,O00392,P0021,3,105.63,13.82
I000976,O00392,P0022,1,27.81,9.05
I000977,O00393,P0161,2,35.98,4.04
I000978,O00393,P0406,3,145.53,5.39
I000979,O00394,P0014,1,152.56,13.16
I000980,O00394,P0037,5,304.07,12.12
I000981,O00395,P0290,1,273.74,19.31
I000982,O00395,P0309,2,50.0,18.75
I000983,O00396,P0411,1,49.1,18.05
I000984,O00396,P0135,4,55.17,18.57
I000985,O00396,P0277,5,201.4,3.8
I000986,O00396,P0087,5,241.99,4.86
I000987,O00397,P0332,1,280.11,11.47
I000988,O00397,P0436,1,193.79,16.4
I000989,O00397,P0525,4,271.72,10.74
I000990,O00398,P0417,4,203.18,17.57
I000991,O00398,P0286,5,98.24,0.43
I000992,O00399,P0404,2,63.79,0.62
I000993,O00399,P0382,2,321.83,11.92
I000994,O00399,P0111,1,127.28,8.31
I000995,O00399,P0464,1,126.46,4.23
I000996,O00400,P0256,5,408.93,13.09
I000997,O00400,P0086,5,176.87,1.47
I000998,O00400,P0145,4,283.88,7.79
I000999,O00400,P0413,3,272.83,0.91
I001000,O00401,P0006,5,135.28,23.99
I001001,O00401,P0275,2,329.97,17.72
I001002,O00401,P0215,5,322.61,18.49
I001003,O00401,P0501,1,297.58,10.64
I001004,O00402,P0385,2,104.31,4.05
I001005,O00403,P0171,2,57.51,24.3
I001006,O00404,P0435,4,85.95,20.08
I001007,O00405,P0144,-1,125.24,7.36
I001008,O00405,P0429,3,326.72,15.38
I001009,O00405,P0409,3,15.92,4.15
I001010,O00405,P0010,3,182.33,5.11
I001011,O00406,P0532,4,197.31,8.25
I001012,O00406,P0258,2,157.9,17.88
I001013,O00406,P0484,4,94.71,10.41
I001014,O00407,P0482,1,37.59,4.69
I001015,O00407,P0069,1,157.86,8.28
I001016,O00408,P0480,5,299.26,8.76
I001017,O00409,P0354,2,75.01,20.52
I001018,O00409,P0015,4,136.61,7.64
I001019,O00410,P0261,1,93.95,7.0
I001020,O00410,P0208,3,317.88,3.17
I001021,O00410,P0080,5,174.94,19.15
I001022,O00410,P0157,3,334.92,21.34
I001023,O00411,P0485,1,117.67,24.73
I001024,O00411,P0215,1,374.63,15.37
I001025,O00411,P0173,2,310.17,21.87
I001026,O00412,P0080,5,191.27,10.64
I001027,O00412,P0054,4,155.91,12.51
I001028,O00412,P0141,1,193.62,9.83
I001029,O00413,P0486,3,348.19,22.08
I001030,O00413,P0364,2,52.26,23.64
I001031,O00413,P0320,3,103.01,21.0
I001032,O00413,P0535,5,66.09,17.38
I001033,O00414,P0124,2,84.12,9.14
I001034,O00414,P0446,4,354.09,8.65
I001035,O00414,P0357,4,76.16,13.99
I001036,O00415,P0392,2,97.77,24.89
I001037,O00415,P0384,-2,141.52,4.87
I001038,O00416,P0337,3,304.67,0.32
I001039,O00416,P0097,3,30.84,6.87
I001040,O00416,P0378,4,206.87,24.89
I001041,O00417,P0281,4,67.43,15.81
I001042,O00417,P0059,4,37.7,18.75
I001043,O00417,P0032,5,16.55,0.95
I001044,O00418,P0157,2,377.09,3.29
I001045,O00419,P0123,3,21.1,13.6
I001046,O00419,P0058,2,348.3,18.44
I001047,O00419,P0455,3,263.32,21.21
I001048,O00419,P0064,3,77.0,4.23
I001049,O00420,P0529,4,262.68,16.74
I001050,O00420,P0015,1,113.88,19.03
I001051,O00420,P0413,2,261.79,2.1
I001052,O00421,P0046,4,45.7,18.67
I001053,O00421,P0283,1,242.11,14.01
I001054,O00421,P0204,1,333.94,14.2
I001055,O00421,P0518,1,319.62,11.58
I001056,O00422,P0093,2,329.83,4.64
I001057,O00423,P0174,1,7.94,9.36
I001058,O00424,P0253,3,305.95,16.06
I001059,O00425,P0136,1,93.35,7.18
I001060,O00425,P0318,3,167.54,7.89
I001061,O00426,P0193,2,199.47,7.37
I001062,O00426,P0280,4,237.98,12.25
I001063,O00427,P0358,2,38.83,20.87
I001064,O00427,P0536,4,229.35,14.22
I001065,O00427,P0461,4,19.02,20.27
I001066,O00428,P0213,5,361.2,19.86
I001067,O00428,P0351,1,208.61,5.27
I001068,O00428,P0516,2,24.27,0.79
I001069,O00429,P0530,2,35.57,11.68
I001070,O00430,P0382,3,358.74,15.74
I001071,O00430,P0387,1,143.26,11.89
I001072,O00430,P0035,3,30.78,2.51
I001073,O00431,P0314,5,27.58,0.54
I001074,O00431,P0167,5,314.71,14.4
I001075,O00431,P0479,4,287.31,11.84
I001076,O00432,P0259,5,248.97,16.96
I001077,O00432,P0383,3,44.46,23.22
I001078,O00433,P0520,4,202.03,6.73
I001079,O00433,P0111,5,114.5,0.71
I001080,O00434,P0308,2,210.89,14.2
I001081,O00434,P0537,2,218.09,8.33
I001082,O00435,P0093,3,338.18,3.54
I001083,O00436,P0470,4,55.09,3.69
I001084,O00436,P0406,2,143.44,2.01
I001085,O00436,P0170,2,421.52,10.91
I001086,O00437,P0158,1,175.73,8.62
I001087,O00437,P0384,4,154.07,9.85
I001088,O00438,P0484,4,131.78,19.08
I001089,O00438,P0386,1,242.0,7.96
I001090,O00439,P0410,3,63.97,18.26
I001091,O00439,P0335,4,277.81,13.35
I001092,O00440,P0501,5,215.39,5.88
I001093,O00440,P0028,3,196.15,20.58
I001094,O00440,P0228,5,374.84,9.95
I001095,O00441,P0236,2,251.76,1.11
I001096,O00442,P0446,4,337.82,10.64
I001097,O00442,P0096,3,92.19,16.88
I001098,O00442,P0348,4,90.61,23.96
I001099,O00443,P0184,1,113.36,2.07
I001100,O00443,P0168,1,167.42,10.11
I001101,O00443,P0408,1,187.86,3.22
I001102,O00443,P0530,5,34.12,11.37
I001103,O00444,P0412,4,173.44,15.85
I001104,O00444,P0433,5,204.14,22.71
I001105,O00444,P0056,5,252.71,11.84
I001106,O00444,P0311,3,133.82,24.29
I001107,O00445,P0184,4,116.75,9.59
I001108,O00446,P0154,1,81.44,23.35
I001109,O00447,P0203,4,182.21,7.04
I001110,O00447,P0528,1,347.78,11.51
I001111,O00447,P0466,1,316.04,17.16
I001112,O00448,P0436,1,220.32,4.47
I001113,O00448,P0346,3,172.14,11.17
I001114,O00448,P0304,3,384.52,14.89
I001115,O00449,P0038,2,213.95,2.36
I001116,O00449,P0406,2,166.41,10.78
I001117,O00449,P0255,3,7.61,11.45
I001118,O00450,P0537,1,211.96,9.32
I001119,O00450,P0470,2,74.03,18.1
I001120,O00451,P0392,5,99.47,1.97
I001121,O00452,P0433,2,215.49,6.42
I001122,O00452,P0411,-2,72.84,19.84
I001123,O00452,P0023,5,192.72,7.58
I001124,O00453,P0051,5,131.12,19.02
I001125,O00453,P0384,4,135.8,17.22
I001126,O00454,P0284,1,189.31,22.74
I001127,O00454,P0514,3,174.76,10.18
I001128,O00455,P0425,2,170.49,11.56
I001129,O00456,P0100,1,214.29,5.53
I001130,O00456,P0227,5,16.13,17.8
I001131,O00456,P0231,4,272.14,15.87
I001132,O00457,P0399,3,180.45,8.66
I001133,O00457,P0488,4,69.5,21.36
I001134,O00457,P0013,4,257.05,17.44
I001135,O00458,P0262,4,273.6,8.63
I001136,O00458,P0413,2,263.79,13.24
I001137,O00458,P0034,3,118.55,7.88
I001138,O00458,P0081,4,81.3,15.62
I001139,O00459,P0361,4,304.75,0.59
I001140,O00459,P0442,3,160.6,12.27
I001141,O00460,P0385,4,98.13,21.24
I001142,O00460,P0135,1,66.75,5.28
I001143,O00461,P0297,2,409.88,19.17
I001144,O00462,P0419,5,242.86,19.26
I001145,O00462,P0361,1,268.2,17.17
I001146,O00462,P0223,3,55.32,13.31
I001147,O00462,P0429,2,374.7,12.37
I001148,O00463,P0294,4,218.73,13.32
I001149,O00463,P0461,3,22.76,16.4
I001150,O00463,P0161,1,37.61,16.33
I001151,O00463,P0182,4,115.4,15.91
I001152,O00464,P0142,1,219.5,18.3
I001153,O00464,P0516,1,22.72,6.25
I001154,O00465,P0094,5,35.87,4.83
I001155,O00465,P0380,2,324.29,18.08
I001156,O00465,P0024,2,116.19,23.43
I001157,O00465,P0399,2,178.92,7.32
I001158,O00466,P0212,5,101.06,6.13
I001159,O00467,P0248,1,403.01,20.95
I001160,O00467,P0182,2,106.64,18.05
I001161,O00467,P0473,1,235.77,0.81
I001162,O00467,P0513,4,65.03,24.89
I001163,O00468,P0073,5,41.57,13.35
I001164,O00468,P0428,1,235.43,20.69
I001165,O00468,P0267,1,248.47,9.96
I001166,O00468,P0124,1,99.97,17.92
I001167,O00469,P0439,3,270.45,14.5
I001168,O00469,P0128,1,240.94,9.16
I001169,O00469,P0107,3,194.38,6.08
I001170,O00469,P0150,4,233.78,2.43
I001171,O00470,P0470,4,78.48,18.92
I001172,O00471,P0303,4,387.14,14.21
I001173,O00471,P0456,5,282.82,3.5
I001174,O00471,P0339,5,110.37,5.53
I001175,O00472,P0372,2,179.85,7.62
I001176,O00472,P0299,4,249.32,3.86
I001177,O00472,P0315,2,171.91,7.31
I001178,O00473,P0264,5,201.04,14.61
I001179,O00473,P0234,3,244.95,12.71
I001180,O00473,P0029,-2,306.59,22.5
I001181,O00473,P0217,3,134.14,14.68
I001182,O00474,P0536,4,288.05,21.77
I001183,O00474,P0384,4,129.19,22.43
I001184,O00474,P0388,1,263.94,1.62
I001185,O00475,P0317,2,107.43,15.22
I001186,O00475,P0212,1,109.62,8.91
I001187,O00476,P0013,3,315.94,9.96
I001188,O00476,P0537,1,312.5,12.69
I001189,O00476,P0234,3,266.66,13.37
I001190,O00476,P0208,5,359.98,24.26
I001191,O00477,P0458,5,317.93,6.12
I001192,O00478,P0251,4,259.47,24.48
I001193,O00478,P0234,3,266.51,2.28
I001194,O00479,P0066,5,239.19,5.19
I001195,O00479,P0136,2,102.31,14.53
I001196,O00480,P0101,2,60.86,11.05
I001197,O00480,P0053,4,216.24,13.56
I001198,O00480,P0327,2,128.47,7.5
I001199,O00480,P0075,1,85.12,21.53
I001200,O00481,P0454,2,236.37,15.87
I001201,O00601,P0468,1,57.83,8.14
I001202,O00602,P0278,2,129.91,6.57
I001203,O00603,P0495,3,63.91,12.91
I001204,O00604,P0271,3,57.31,5.51
I001205,O00605,P0516,2,128.93,2.23
