product_id,product_name,category,subcategory,cost_price
P0509,Pro Education 509,Books,Education,181.6
P0510,Premium Education 510,Books,Education,110.89
P0511,Ultra Comics 511,Books,Comics,201.01
P0512,Essential Comics 512,Books,Comics,202.39
P0513,Essential Comics 513,Books,Comics,37.95
P0514,Lite Comics 514,Books,Comics,131.67
P0515,Essential Comics 515,Books,Comics,78.51
P0516,Premium Comics 516,Books,Comics,16.69
P0517,Ultra Comics 517,Books,Comics,19.71
P0518,Essential Comics 518,Books,Comics,210.55
P0519,Lite Comics 519,Books,Comics,86.99
P0520,Premium Comics 520,Books,Comics,141.59
P0521,Classic Comics 521,Books,Comics,9.86
P0522,Lite Comics 522,Books,Comics,240.96
P0523,Premium Comics 523,Books,Comics,164.22
P0524,Classic Comics 524,Books,Comics,92.0
P0525,Essential Comics 525,Books,Comics,194.81
P0526,Pro Comics 526,Books,Comics,98.36
P0527,Lite Comics 527,Books,Comics,239.37
P0528,Lite Comics 528,Books,Comics,202.89
P0529,Lite Comics 529,Books,Comics,155.02
P0530,Pro Comics 530,Books,Comics,24.38
P0531,Classic Comics 531,Books,Comics,82.64
P0532,Classic Comics 532,Books,Comics,153.32
P0533,Essential Comics 533,Books,Comics,196.34
P0534,Lite Comics 534,Books,Comics,148.8
P0535,Essential Comics 535,Books,Comics,45.99
P0536,Ultra Comics 536,Books,Comics,183.3
P0537,Lite Comics 537,Books,Comics,176.67
P0538,Ultra Comics 538,Books,Comics,102.28
P0539,  ESSENTIAL COMICS 539  ,Books,Comics,139.37
P0540,Pro Comics 540,Books,Comics,30.46
P0541,Pro Comics 541,Books,Comics,165.43
P0542,Classic Comics 542,Books,Comics,61.19
P0543,Essential Comics 543,Books,Comics,158.49
P0544,Ultra Comics 544,Books,Comics,12.0
