order_id,customer_id,order_date,status,region_code
O00414,C0464,2024-06-20 06:58:47,DELIVERED,APAC
O00415,C0482,2023-07-10 14:56:21,DELIVERED,LATAM
O00416,C0300,2025-04-07 18:17:29,DELIVERED,EU-NORTH
O00417,C0193,2023-04-12 22:46:26,CANCELLED,EU-SOUTH
O00418,C0083,2023-05-16 15:06:22,DELIVERED,US-WEST
O00419,C0079,2024-03-23 23:18:46,PLACED,EU-NORTH
O00420,C0152,2023-06-24 00:34:44,DELIVERED,US-WEST
O00421,C0024,2025-03-19 20:38:31,SHIPPED,LATAM
O00422,C0136,2025-04-21 00:00:00,DELIVERED,EU-SOUTH
O00423,,2024-11-20 12:18:07,DELIVERED,EU-NORTH
O00424,C0065,2023-10-21 16:41:32,PLACED,US-WEST
O00425,C0344,2025-03-18 04:51:20,DELIVERED,EU-NORTH
O00426,C0498,2024-05-21 21:35:05,DELIVERED,LATAM
O00427,C0456,2025-04-03 14:01:46,DELIVERED,APAC
O00428,C0314,2023-07-24 23:36:39,SHIPPED,EU-NORTH
O00429,C0496,2023-12-19 07:02:36,DELIVERED,EU-NORTH
O00430,C0152,2023-03-15 12:10:40,DELIVERED,EU-SOUTH
O00431,C0165,2023-09-16 10:27:53,DELIVERED,EU-NORTH
O00432,C0180,2023-10-11 03:54:35,CANCELLED,LATAM
O00433,C0166,2023-08-27 10:19:41,SHIPPED,US-EAST
O00434,C0130,2024-05-06 20:40:00,DELIVERED,EU-NORTH
O00435,C0211,2023-10-14 14:31:52,DELIVERED,US-EAST
O00436,C0353,2024-05-07 08:31:11,PLACED,EU-SOUTH
O00437,C0167,2025-04-18 15:41:07,DELIVERED,US-EAST
O00438,C0415,2023-02-08 17:16:44,RETURNED,US-WEST
O00439,C0328,2024-12-12 12:59:46,SHIPPED,LATAM
O00440,C0520,2025-04-28 09:46:59,SHIPPED,LATAM
O00441,C0486,2024-04-04 00:00:00,CANCELLED,APAC
O00442,C0453,2023-08-17 11:40:09,SHIPPED,US-EAST
O00443,C0042,2025-01-14 01:42:52,PLACED,APAC
O00444,C0316,2023-07-01 13:27:24,PLACED,APAC
O00445,C0457,2023-12-09 07:47:42,DELIVERED,EU-NORTH
O00446,,2023-03-27 11:48:09,DELIVERED,APAC
O00447,C0228,2025-03-28 18:52:34,DELIVERED,EU-NORTH
O00448,C0024,2023-11-01 00:00:00,PLACED,EU-SOUTH
O00449,C0525,2023-05-16 17:38:53,DELIVERED,EU-SOUTH
O00450,C0524,2024-05-08 14:52:11,RETURNED,LATAM
O00451,C0408,2024-07-14 21:28:26,PLACED,EU-SOUTH
O00452,C0396,2024-07-28 04:48:14,DELIVERED,EU-NORTH
O00453,,2024-06-19 19:33:27,SHIPPED,EU-SOUTH
O00454,C0090,2025-05-21 12:49:36,SHIPPED,EU-SOUTH
O00455,C0454,2024-10-07 15:03:19,SHIPPED,LATAM
O00456,,2024-10-20 09:36:34,CANCELLED,US-WEST
O00457,C0148,2023-05-14 17:13:10,SHIPPED,EU-SOUTH
O00458,C0344,2025-03-27 00:38:32,PLACED,APAC
O00459,C0091,2024-08-06 17:48:39,PLACED,LATAM
O00460,C0425,2024-02-29 14:26:18,SHIPPED,EU-SOUTH
O00461,C0141,2025-06-01 05:27:18,SHIPPED,EU-SOUTH
O00462,C0503,2024-03-25 15:58:08,PLACED,EU-NORTH
O00463,C0312,2025-06-28 02:08:42,DELIVERED,LATAM
O00464,C0230,2024-12-20 22:44:12,PLACED,US-EAST
O00465,C0269,2023-08-28 06:25:47,SHIPPED,LATAM
O00466,C0128,2025-01-04 01:36:42,DELIVERED,EU-NORTH
O00467,C0184,2024-10-10 00:43:54,DELIVERED,LATAM
O00468,,2024-01-16 04:57:04,PLACED,EU-NORTH
O00469,C0069,2025-02-04 22:14:40,DELIVERED,EU-NORTH
O00470,C0493,2025-06-21 15:42:07,DELIVERED,EU-NORTH
O00471,C0123,2025-01-09 12:05:02,DELIVERED,LATAM
O00472,C0018,2025-06-12 15:23:05,CANCELLED,US-WEST
O00473,C0060,2025-06-22 13:39:05,PLACED,EU-SOUTH
O00474,C0366,2023-07-30 11:42:32,SHIPPED,EU-NORTH
O00475,C0430,2024-07-15 01:08:57,DELIVERED,EU-NORTH
O00476,C0297,2023-03-17 16:13:23,SHIPPED,LATAM
O00477,C0527,2023-04-30 08:18:22,SHIPPED,LATAM
O00478,C0097,2023-10-12 15:57:42,DELIVERED,US-WEST
O00479,,2025-04-24 15:03:54,CANCELLED,LATAM
O00480,C0278,2024-04-12 16:47:21,DELIVERED,LATAM
O00481,C0099,2024-07-17 00:00:00,DELIVERED,EU-NORTH
O00482,C0014,2023-08-12 06:10:38,PLACED,EU-NORTH
O00483,C0497,2024-08-02 10:58:37,DELIVERED,US-WEST
O00484,C0224,2023-06-09 02:24:52,SHIPPED,US-WEST
O00485,C0539,2023-10-20 16:41:12,CANCELLED,LATAM
O00486,C0117,2025-05-06 02:58:31,DELIVERED,US-EAST
O00487,C0135,2023-07-01 01:52:56,RETURNED,EU-SOUTH
O00488,,2024-06-24 22:12:23,DELIVERED,US-WEST
O00489,C0536,2024-11-17 00:00:00,DELIVERED,EU-NORTH
O00490,C0312,2023-09-25 12:20:53,PLACED,US-EAST
O00491,C0132,2023-12-12 10:06:05,CANCELLED,US-WEST
O00492,C0315,2023-12-18 23:18:25,PLACED,US-WEST
O00493,C0436,2023-05-03 02:36:19,DELIVERED,US-EAST
O00494,,2023-05-01 18:10:55,DELIVERED,EU-SOUTH
O00495,C0202,2023-03-08 01:08:47,PLACED,LATAM
O00496,C0061,2025-03-08 15:53:30,DELIVERED,EU-NORTH
O00497,C0068,2023-03-09 05:39:04,SHIPPED,US-EAST
O00498,C0127,2023-05-30 21:54:53,RETURNED,US-WEST
O00499,C0190,2023-11-07 17:27:04,DELIVERED,US-EAST
O00500,C0150,2023-05-22 00:29:53,CANCELLED,EU-NORTH
O00501,C0357,2025-06-19 14:41:49,DELIVERED,APAC
O00502,C0518,2024-01-11 15:47:49,DELIVERED,US-EAST
O00503,C0015,2025-06-17 02:23:08,DELIVERED,LATAM
O00504,C0289,2023-10-25 00:00:00,SHIPPED,APAC
O00505,C0102,2023-01-07 17:23:38,RETURNED,APAC
O00506,C0376,2025-01-07 10:40:36,DELIVERED,US-WEST
O00507,C0110,2024-11-13 23:55:48,SHIPPED,EU-NORTH
O00508,C0435,2024-08-12 17:04:30,SHIPPED,US-WEST
O00509,C0116,2024-09-25 03:36:29,DELIVERED,EU-NORTH
O00510,C0478,2023-07-12 00:42:58,PLACED,US-WEST
O00511,C0370,2025-02-09 05:21:39,DELIVERED,APAC
O00512,C0085,2023-03-05 01:59:49,SHIPPED,US-EAST
O00513,C0291,2024-08-20 17:40:47,DELIVERED,LATAM
O00514,C0455,2024-04-29 16:27:38,SHIPPED,EU-SOUTH
O00515,C0439,2024-03-27 09:57:18,SHIPPED,US-EAST
O00516,C0377,2025-01-08 22:30:58,SHIPPED,LATAM
O00517,C0108,2025-02-02 17:58:47,DELIVERED,APAC
O00518,C0123,2023-05-13 01:15:00,PLACED,EU-SOUTH
O00519,C0173,2023-06-08 00:28:36,PLACED,US-WEST
O00520,C0206,2024-06-10 01:06:10,DELIVERED,EU-SOUTH
O00521,C0239,2023-07-10 16:54:19,CANCELLED,LATAM
O00522,C0286,2025-02-14 08:10:25,DELIVERED,APAC
O00523,C0410,2024-02-29 01:09:47,DELIVERED,LATAM
O00524,C0497,2024-09-20 06:45:00,DELIVERED,US-WEST
O00525,C0111,2024-12-07 06:00:42,PLACED,EU-SOUTH
O00526,C0237,2025-02-11 11:42:37,DELIVERED,US-WEST
O00527,C0102,2023-02-16 04:10:23,DELIVERED,US-EAST
O00528,C0028,2025-02-12 19:48:55,RETURNED,EU-SOUTH
O00529,C0157,2024-05-22 21:47:56,SHIPPED,APAC
O00530,C0079,2023-05-30 15:34:40,DELIVERED,APAC
O00531,C0478,2025-02-03 14:04:49,SHIPPED,LATAM
O00532,C0503,2025-02-12 11:01:18,DELIVERED,APAC
O00533,C0019,2024-06-17 18:55:11,RETURNED,US-EAST
O00534,C0122,2024-10-30 14:42:49,DELIVERED,EU-NORTH
O00535,C0454,2024-08-07 14:50:38,DELIVERED,US-EAST
O00536,,2023-10-02 18:09:38,DELIVERED,EU-NORTH
O00537,,2023-09-12 23:44:27,DELIVERED,EU-NORTH
O00538,C0500,2024-08-27 09:58:19,DELIVERED,APAC
O00539,C0482,2025-02-01 01:10:04,DELIVERED,US-WEST
O00540,C0058,2025-02-26 02:35:16,DELIVERED,EU-SOUTH
O00541,C0362,2024-08-09 21:19:09,DELIVERED,EU-NORTH
O00542,C0063,2024-05-12 20:27:51,PLACED,US-EAST
O00543,C0376,2023-07-19 03:34:12,SHIPPED,LATAM
O00544,C0028,2025-06-26 03:52:01,DELIVERED,LATAM
O00545,C0390,2024-06-14 02:57:55,PLACED,EU-NORTH
O00546,C0422,2024-07-09 03:34:23,DELIVERED,LATAM
O00547,,2024-01-15 09:30:46,SHIPPED,EU-NORTH
O00548,C0068,2023-05-12 00:00:00,CANCELLED,US-EAST
O00549,C0174,2024-06-08 10:25:34,PLACED,EU-NORTH
O00550,C0472,2023-02-28 01:32:19,DELIVERED,EU-SOUTH
O00551,C0528,2025-06-01 10:25:00,RETURNED,EU-NORTH
O00552,C0481,2023-02-01 16:39:06,DELIVERED,EU-NORTH
O00553,,2024-08-09 19:04:41,DELIVERED,APAC
O00554,,2023-06-01 19:28:37,PLACED,LATAM
O00555,C0345,2023-11-16 20:49:06,DELIVERED,LATAM
O00556,C0171,2024-06-11 10:56:50,DELIVERED,EU-NORTH
O00557,C0207,2024-11-08 06:55:39,DELIVERED,US-EAST
O00558,C0220,2025-04-12 09:20:25,SHIPPED,US-EAST
O00559,C0412,2024-04-06 20:54:10,CANCELLED,APAC
O00560,C0098,2023-05-23 20:26:11,DELIVERED,EU-NORTH
O00561,C0544,2023-04-15 11:59:56,DELIVERED,US-WEST
O00562,,2024-06-23 00:00:00,DELIVERED,EU-NORTH
O00563,C0308,2025-02-22 22:19:31,DELIVERED,APAC
O00564,C0205,2024-05-01 18:38:43,DELIVERED,EU-NORTH
O00565,C0465,2025-03-11 14:21:27,DELIVERED,APAC
O00566,C0020,2023-10-08 13:17:15,DELIVERED,APAC
O00567,C0512,2023-10-17 18:40:32,SHIPPED,LATAM
O00568,C0275,2024-12-26 22:01:55,RETURNED,APAC
O00569,C0062,2024-11-04 18:25:14,DELIVERED,EU-NORTH
O00570,C0152,2024-12-19 10:45:12,SHIPPED,LATAM
O00571,C0446,2024-04-11 11:05:18,DELIVERED,US-EAST
O00572,C0423,2023-11-13 05:11:37,SHIPPED,EU-NORTH
O00573,C0263,2023-09-07 11:01:01,DELIVERED,US-WEST
O00574,C0245,2024-09-22 11:46:44,PLACED,US-WEST
O00575,C0252,2023-02-13 00:00:00,DELIVERED,EU-NORTH
O00576,C0498,2024-12-22 01:07:40,DELIVERED,EU-SOUTH
O00577,C0038,2024-10-17 14:00:48,SHIPPED,EU-NORTH
O00578,,2023-07-31 22:30:09,SHIPPED,EU-NORTH
O00579,C0181,2025-05-05 11:48:43,DELIVERED,US-EAST
O00580,C0021,2025-01-24 17:30:04,PLACED,US-EAST
O00581,C0306,2024-05-02 15:13:05,CANCELLED,EU-SOUTH
O00582,C0093,2024-07-18 13:48:38,DELIVERED,LATAM
O00583,C0242,2023-08-07 08:27:44,PLACED,LATAM
O00584,C0124,2025-02-16 02:37:00,DELIVERED,APAC
O00585,C0258,2025-03-26 23:07:02,DELIVERED,US-EAST
O00586,C0126,2024-01-05 20:08:54,DELIVERED,EU-NORTH
O00587,C0400,2024-05-26 12:40:06,CANCELLED,LATAM
O00588,C0434,2024-01-02 12:24:32,SHIPPED,US-EAST
O00589,C0220,2023-09-30 02:13:26,RETURNED,EU-SOUTH
O00590,C0261,2024-09-26 09:20:39,CANCELLED,US-EAST
O00591,C0547,2025-01-31 17:53:34,DELIVERED,US-EAST
O00592,C0434,2024-05-06 15:36:01,DELIVERED,US-WEST
O00593,C0149,2024-03-07 10:39:54,DELIVERED,LATAM
O00594,C0316,2024-07-25 06:18:51,PLACED,APAC
O00595,C0056,2023-02-24 01:47:22,DELIVERED,LATAM
O00596,C0260,2024-01-08 07:45:45,DELIVERED,EU-NORTH
O00597,C0125,2024-07-17 16:13:06,DELIVERED,US-WEST
O00598,C0398,2024-11-18 05:58:18,PLACED,EU-SOUTH
O00599,C0309,2024-02-01 22:59:11,PLACED,US-WEST
O00600,C0216,2024-04-07 00:43:46,CANCELLED,US-WEST
